Code,Name,Country,Exchange,Currency,Type,Isin,ticker,name
MMA,Maronan Metals Ltd,Australia,AU,AUD,Common Stock,AU0000211609,MMA,Maronan Metals Ltd
MME,Moneyme Ltd,Australia,AU,AUD,Common Stock,AU0000066045,MME,Moneyme Ltd
MMI,Metro Mining Ltd,Australia,AU,AUD,Common Stock,AU000000MMI6,MMI,Metro Mining Ltd
MMKT,Betashares Australian Cash Plus Active ETF,Australia,AU,AUD,ETF,AU0000268849,MMKT,Betashares Australian Cash Plus Active ETF
MML,Mclaren Minerals Ltd,Australia,AU,AUD,Common Stock,,MML,Mclaren Minerals Ltd
MMR,Mec Resources Ltd,Australia,AU,AUD,Common Stock,AU000000MMR7,MMR,Mec Resources Ltd
MMS,Mcmillan Shakespeare Ltd,Australia,AU,AUD,Common Stock,AU000000MMS5,MMS,Mcmillan Shakespeare Ltd
MNB,Minbos Resources Ltd,Australia,AU,AUD,Common Stock,AU000000MNB9,MNB,Minbos Resources Ltd
MNC,Merino & Co. Ltd,Australia,AU,AUD,Common Stock,AU0000348625,MNC,Merino & Co. Ltd
MND,Monadelphous Group Ltd,Australia,AU,AUD,Common Stock,AU000000MND5,MND,Monadelphous Group Ltd
MNRS,Betashares Global Gold Miners Currency Hedged ETF,Australia,AU,AUD,ETF,AU00000MNRS2,MNRS,Betashares Global Gold Miners Currency Hedged ETF
MOAT,Vaneck Morningstar Wide Moat ETF,Australia,AU,AUD,ETF,AU00000MOAT4,MOAT,Vaneck Morningstar Wide Moat ETF
MOGL,Montaka Global Fund - Active ETF,Australia,AU,AUD,ETF,AU00000MOGL8,MOGL,Montaka Global Fund - Active ETF
MOH,Moho Resources Ltd,Australia,AU,AUD,Common Stock,AU0000022402,MOH,Moho Resources Ltd
MOM,Moab Minerals Ltd,Australia,AU,AUD,Common Stock,AU0000240764,MOM,Moab Minerals Ltd
MOT,Metrics Income Opportunities Trust,Australia,AU,AUD,Common Stock,AU0000040776,MOT,Metrics Income Opportunities Trust
MOV,Move Logistics Group Ltd,Australia,AU,AUD,Common Stock,NZMOWE0001S5,MOV,Move Logistics Group Ltd
MP1,Megaport Ltd,Australia,AU,AUD,Common Stock,AU000000MP15,MP1,Megaport Ltd
MPA,Mad Paws Holdings Ltd,Australia,AU,AUD,Common Stock,AU0000136996,MPA,Mad Paws Holdings Ltd
MPK,Many Peaks Minerals Ltd,Australia,AU,AUD,Common Stock,AU0000307738,MPK,Many Peaks Minerals Ltd
MPL,Medibank Private Ltd,Australia,AU,AUD,Common Stock,AU000000MPL3,MPL,Medibank Private Ltd
MPP,Metro Performance Glass Ltd,Australia,AU,AUD,Common Stock,NZMPGE0001S5,MPP,Metro Performance Glass Ltd
MPR,Mpower Group Ltd,Australia,AU,AUD,Common Stock,AU0000038341,MPR,Mpower Group Ltd
MPX,Mustera Property Group Ltd,Australia,AU,AUD,Common Stock,AU000000MPX8,MPX,Mustera Property Group Ltd
MQAE,Macquarie Core Australian Equity Active ETF,Australia,AU,AUD,ETF,,MQAE,Macquarie Core Australian Equity Active ETF
MQDB,Macquarie Dynamic Bond Active ETF,Australia,AU,AUD,ETF,,MQDB,Macquarie Dynamic Bond Active ETF
MQEG,Macquarie Core Global Equity Active ETF,Australia,AU,AUD,ETF,,MQEG,Macquarie Core Global Equity Active ETF
MQG,Macquarie Group Ltd,Australia,AU,AUD,Common Stock,AU000000MQG1,MQG,Macquarie Group Ltd
MQGPG,Macquarie Group Ltd,Australia,AU,AUD,Common Stock,,MQGPG,Macquarie Group Ltd
MQIO,Macquarie Income Opportunities Active ETF,Australia,AU,AUD,ETF,,MQIO,Macquarie Income Opportunities Active ETF
MQR,Marquee Resources Ltd,Australia,AU,AUD,Common Stock,AU000000MQR8,MQR,Marquee Resources Ltd
MQSD,Macquarie Subordinated Debt Active ETF,Australia,AU,AUD,ETF,AU0000379034,MQSD,Macquarie Subordinated Debt Active ETF
MQWS,Macquarie Walter Scott Global Equity Active ETF,Australia,AU,AUD,ETF,,MQWS,Macquarie Walter Scott Global Equity Active ETF
MQYM,Macquarie Global Yield Maximiser Active ETF,Australia,AU,AUD,ETF,AU0000379026,MQYM,Macquarie Global Yield Maximiser Active ETF
MRC,Mineral Commodities Ltd,Australia,AU,AUD,Common Stock,AU000000MRC8,MRC,Mineral Commodities Ltd
MRD,Mount Ridley Mines Ltd,Australia,AU,AUD,Common Stock,AU000000MRD6,MRD,Mount Ridley Mines Ltd
MRE,Metrics Real Estate Multi-Strategy Fund,Australia,AU,AUD,ETF,,MRE,Metrics Real Estate Multi-Strategy Fund
MRI,My Rewards International Ltd,Australia,AU,AUD,Common Stock,AU0000187940,MRI,My Rewards International Ltd
MRL,Mayur Resources Ltd,Australia,AU,AUD,Common Stock,AU000000MRL9,MRL,Mayur Resources Ltd
MRQ,MRG Metals Ltd,Australia,AU,AUD,Common Stock,AU000000MRQ8,MRQ,MRG Metals Ltd
MRR,Minrex Resources Ltd,Australia,AU,AUD,Common Stock,AU000000MRR6,MRR,Minrex Resources Ltd
MRZ,Mont Royal Resources Ltd,Australia,AU,AUD,Common Stock,AU0000041758,MRZ,Mont Royal Resources Ltd
MSB,Mesoblast Ltd,Australia,AU,AUD,Common Stock,AU000000MSB8,MSB,Mesoblast Ltd
MSG,MCS Services Ltd,Australia,AU,AUD,Common Stock,AU000000MSG7,MSG,MCS Services Ltd
MSI,Multistack International Ltd,Australia,AU,AUD,Common Stock,AU000000MSI3,MSI,Multistack International Ltd
MSTR,Morningstar International Shares Active ETF,Australia,AU,AUD,ETF,AU0000058596,MSTR,Morningstar International Shares Active ETF
MSV,Mitchell Services Ltd,Australia,AU,AUD,Common Stock,AU000000MSV6,MSV,Mitchell Services Ltd
MTB,Mount Burgess Mining NL,Australia,AU,AUD,Common Stock,AU000000MTB6,MTB,Mount Burgess Mining NL
MTC,Metalstech Ltd,Australia,AU,AUD,Common Stock,AU000000MTC4,MTC,Metalstech Ltd
MTH,Mithril Silver and Gold Ltd,Australia,AU,AUD,Common Stock,AU000000MTH3,MTH,Mithril Silver and Gold Ltd
MTL,Mantle Minerals Ltd,Australia,AU,AUD,Common Stock,AU000000MTL5,MTL,Mantle Minerals Ltd
MTM,MTM Critical Metals Ltd,Australia,AU,AUD,Common Stock,AU000000MTM3,MTM,MTM Critical Metals Ltd
MTN,Leigh Creek Energy Ltd,Australia,AU,AUD,ETF,,MTN,Leigh Creek Energy Ltd
MTO,Motorcycle Holdings Ltd,Australia,AU,AUD,Common Stock,AU000000MTO9,MTO,Motorcycle Holdings Ltd
MTS,Metcash Ltd,Australia,AU,AUD,Common Stock,AU000000MTS0,MTS,Metcash Ltd
MTUM,Betashares Australian Momentum ETF,Australia,AU,AUD,ETF,,MTUM,Betashares Australian Momentum ETF
MVA,Vaneck Australian Property ETF,Australia,AU,AUD,ETF,AU000000MVA4,MVA,Vaneck Australian Property ETF
MVB,Vaneck Australian Banks ETF,Australia,AU,AUD,ETF,AU000000MVB2,MVB,Vaneck Australian Banks ETF
MVE,Vaneck S&P/ASX Midcap ETF,Australia,AU,AUD,ETF,AU000000MVE6,MVE,Vaneck S&P/ASX Midcap ETF
MVF,Monash Ivf Group Ltd,Australia,AU,AUD,Common Stock,AU000000MVF3,MVF,Monash Ivf Group Ltd
MVL,Marvel Gold Ltd,Australia,AU,AUD,Common Stock,AU0000102154,MVL,Marvel Gold Ltd
MVOL,Ishares Edge MSCI Australia Minimum Volatility ETF,Australia,AU,AUD,ETF,AU00000MVOL7,MVOL,Ishares Edge MSCI Australia Minimum Volatility ETF
MVP,Medical Developments International Ltd,Australia,AU,AUD,Common Stock,AU000000MVP2,MVP,Medical Developments International Ltd
MVR,Vaneck Australian Resources ETF,Australia,AU,AUD,ETF,AU000000MVR8,MVR,Vaneck Australian Resources ETF
MVS,Vaneck Small Companies Masters ETF,Australia,AU,AUD,ETF,AU000000MVS6,MVS,Vaneck Small Companies Masters ETF
MVW,Vaneck Australian EQUAL Weight ETF,Australia,AU,AUD,ETF,AU000000MVW8,MVW,Vaneck Australian EQUAL Weight ETF
MX1,Micro-X Ltd,Australia,AU,AUD,Common Stock,AU000000MX15,MX1,Micro-X Ltd
MXI,Maxiparts Ltd,Australia,AU,AUD,Common Stock,AU000000MXI3,MXI,Maxiparts Ltd
MXO,Motio Ltd,Australia,AU,AUD,Common Stock,AU0000116402,MXO,Motio Ltd
MXT,Metrics Master Income Trust,Australia,AU,AUD,Common Stock,AU000000MXT0,MXT,Metrics Master Income Trust
MYE,Mastermyne Group Ltd,Australia,AU,AUD,Common Stock,AU000000MYE0,MYE,Mastermyne Group Ltd
MYG,Mayfield Group Holdings Ltd,Australia,AU,AUD,Common Stock,AU0000119331,MYG,Mayfield Group Holdings Ltd
MYR,Myer Holdings Ltd,Australia,AU,AUD,Common Stock,AU000000MYR2,MYR,Myer Holdings Ltd
MYS,Mystate Ltd,Australia,AU,AUD,Common Stock,AU000000MYS0,MYS,Mystate Ltd
MYX,Mayne Pharma Group Ltd,Australia,AU,AUD,Common Stock,AU000000MYX0,MYX,Mayne Pharma Group Ltd
N100,Global X US 100 ETF,Australia,AU,AUD,ETF,,N100,Global X US 100 ETF
N1H,N1 Holdings Ltd,Australia,AU,AUD,Common Stock,AU000000N1H7,N1H,N1 Holdings Ltd
NAB,National Australia Bank Ltd,Australia,AU,AUD,Common Stock,AU000000NAB4,NAB,National Australia Bank Ltd
NABPI,National Australia Bank Ltd,Australia,AU,AUD,Common Stock,,NABPI,National Australia Bank Ltd
NABPJ,National Australia Bank Ltd,Australia,AU,AUD,Common Stock,,NABPJ,National Australia Bank Ltd
NABPK,National Australia Bank Ltd,Australia,AU,AUD,Common Stock,AU0000333403,NABPK,National Australia Bank Ltd
NAC,Naos Ex-50 Opportunities Company Ltd,Australia,AU,AUD,Common Stock,AU000000NAC2,NAC,Naos Ex-50 Opportunities Company Ltd
NAE,New Age Exploration Ltd,Australia,AU,AUD,Common Stock,AU000000NAE8,NAE,New Age Exploration Ltd
NAG,Nagambie Resources Ltd,Australia,AU,AUD,Common Stock,AU000000NAG3,NAG,Nagambie Resources Ltd
NAN,Nanosonics Ltd,Australia,AU,AUD,Common Stock,AU000000NAN9,NAN,Nanosonics Ltd
NC1,Nico Resources Ltd,Australia,AU,AUD,Common Stock,AU0000189284,NC1,Nico Resources Ltd
NC6,Nanollose Ltd,Australia,AU,AUD,Common Stock,AU000000NC68,NC6,Nanollose Ltd
NCC,Naos Emerging Opportunities Company Ltd,Australia,AU,AUD,Common Stock,AU000000NCC8,NCC,Naos Emerging Opportunities Company Ltd
NCK,Nick Scali Ltd,Australia,AU,AUD,Common Stock,AU000000NCK1,NCK,Nick Scali Ltd
NDIA,Global X India Nifty 50 ETF,Australia,AU,AUD,ETF,AU0000043838,NDIA,Global X India Nifty 50 ETF
NDO,Nido Education Ltd,Australia,AU,AUD,Common Stock,AU0000297046,NDO,Nido Education Ltd
NDQ,Betashares Nasdaq 100 ETF,Australia,AU,AUD,ETF,AU000000NDQ6,NDQ,Betashares Nasdaq 100 ETF
NEC,Nine Entertainment Co. Holdings Ltd,Australia,AU,AUD,Common Stock,AU000000NEC4,NEC,Nine Entertainment Co. Holdings Ltd
NEM,Newmont Corporation,Australia,AU,AUD,Common Stock,AU0000297962,NEM,Newmont Corporation
NES,Nelson Resources Ltd,Australia,AU,AUD,Common Stock,AU000000NES0,NES,Nelson Resources Ltd
NET,Netlinkz Ltd,Australia,AU,AUD,Common Stock,AU000000NET8,NET,Netlinkz Ltd
NEU,Neuren Pharmaceuticals Ltd,Australia,AU,AUD,Common Stock,NZNEUE0001S8,NEU,Neuren Pharmaceuticals Ltd
NFL,Norfolk Metals Ltd,Australia,AU,AUD,Common Stock,AU0000207466,NFL,Norfolk Metals Ltd
NFM,New Frontier Minerals Ltd,Australia,AU,AUD,Common Stock,,NFM,New Frontier Minerals Ltd
NFNG,Nufarm Finance (NZ) Ltd,Australia,AU,AUD,Common Stock,NZFCND0004S9,NFNG,Nufarm Finance (NZ) Ltd
NGE,NGE Capital Ltd,Australia,AU,AUD,Common Stock,AU000000NGE5,NGE,NGE Capital Ltd
NGI,Navigator Global Investments Ltd,Australia,AU,AUD,Common Stock,AU000000NGI6,NGI,Navigator Global Investments Ltd
NGS,Nutritional Growth Solutions Ltd,Australia,AU,AUD,Common Stock,IL0011681116,NGS,Nutritional Growth Solutions Ltd
NGX,NGX Ltd,Australia,AU,AUD,Common Stock,AU0000273088,NGX,NGX Ltd
NGY,Nuenergy Gas Ltd,Australia,AU,AUD,Common Stock,AU000000NGY3,NGY,Nuenergy Gas Ltd
NH3,NH3 Clean Energy Ltd,Australia,AU,AUD,Common Stock,,NH3,NH3 Clean Energy Ltd
NHC,New Hope Corporation Ltd,Australia,AU,AUD,Common Stock,AU000000NHC7,NHC,New Hope Corporation Ltd
NHE,Noble Helium Ltd,Australia,AU,AUD,Common Stock,AU0000210940,NHE,Noble Helium Ltd
NHF,Nib Holdings Ltd,Australia,AU,AUD,Common Stock,AU000000NHF0,NHF,Nib Holdings Ltd
NIC,Nickel Industries Ltd,Australia,AU,AUD,Common Stock,AU0000018236,NIC,Nickel Industries Ltd
NIM,Nimy Resources Ltd,Australia,AU,AUD,Common Stock,AU0000182263,NIM,Nimy Resources Ltd
NME,NEX Metals Exploration Ltd,Australia,AU,AUD,Common Stock,AU000000NME3,NME,NEX Metals Exploration Ltd
NMG,New Murchison Gold Ltd,Australia,AU,AUD,Common Stock,,NMG,New Murchison Gold Ltd
NMR,Native Mineral Resources Holdings Ltd,Australia,AU,AUD,Common Stock,AU0000108219,NMR,Native Mineral Resources Holdings Ltd
NMT,Neometals Ltd,Australia,AU,AUD,Common Stock,AU000000NMT1,NMT,Neometals Ltd
NNG,Nexion Group Ltd,Australia,AU,AUD,Common Stock,AU0000126468,NNG,Nexion Group Ltd
NNL,Nordic Resources Ltd,Australia,AU,AUD,Common Stock,AU0000221244,NNL,Nordic Resources Ltd
NNUK,Nanuk New World Fund Active ETF,Australia,AU,AUD,ETF,AU0000210619,NNUK,Nanuk New World Fund Active ETF
NNWH,Nanuk New World Fund (Currency Hedged) Active ETF,Australia,AU,AUD,ETF,,NNWH,Nanuk New World Fund (Currency Hedged) Active ETF
NOL,Nobleoak Life Ltd,Australia,AU,AUD,Common Stock,AU0000161580,NOL,Nobleoak Life Ltd
NOR,Norwood Systems Ltd,Australia,AU,AUD,Common Stock,AU000000NOR1,NOR,Norwood Systems Ltd
NOU,Noumi Ltd,Australia,AU,AUD,Common Stock,AU0000192346,NOU,Noumi Ltd
NOV,Novatti Group Ltd,Australia,AU,AUD,Common Stock,AU000000NOV3,NOV,Novatti Group Ltd
NOX,Noxopharm Ltd,Australia,AU,AUD,Common Stock,AU000000NOX9,NOX,Noxopharm Ltd
NPM,Newpeak Metals Ltd,Australia,AU,AUD,Common Stock,AU0000104374,NPM,Newpeak Metals Ltd
NRX,Noronex Ltd,Australia,AU,AUD,Common Stock,AU0000116469,NRX,Noronex Ltd
NRZ,Neurizer Ltd,Australia,AU,AUD,Common Stock,AU0000214967,NRZ,Neurizer Ltd
NSB,Neuroscientific Biopharmaceuticals Ltd,Australia,AU,AUD,Common Stock,AU0000012973,NSB,Neuroscientific Biopharmaceuticals Ltd
NSC,Naos Small Cap Opportunities Company Ltd,Australia,AU,AUD,Common Stock,AU000000NSC4,NSC,Naos Small Cap Opportunities Company Ltd
NSM,North Stawell Minerals Ltd,Australia,AU,AUD,Common Stock,AU0000099715,NSM,North Stawell Minerals Ltd
NSR,National Storage REIT,Australia,AU,AUD,Common Stock,AU000000NSR2,NSR,National Storage REIT
NST,Northern Star Resources Ltd,Australia,AU,AUD,Common Stock,AU000000NST8,NST,Northern Star Resources Ltd
NSX,NSX Ltd,Australia,AU,AUD,Common Stock,AU000000NSX0,NSX,NSX Ltd
NTD,Ntaw Holdings Ltd,Australia,AU,AUD,Common Stock,AU000000NTD0,NTD,Ntaw Holdings Ltd
NTI,Neurotech International Ltd,Australia,AU,AUD,Common Stock,AU000000NTI9,NTI,Neurotech International Ltd
NTM,NT Minerals Ltd,Australia,AU,AUD,Common Stock,AU000000NTM1,NTM,NT Minerals Ltd
NTU,Northern Minerals Ltd,Australia,AU,AUD,Common Stock,AU000000NTU4,NTU,Northern Minerals Ltd
NUC,Nuchev Ltd,Australia,AU,AUD,Common Stock,AU0000067001,NUC,Nuchev Ltd
NUF,Nufarm Ltd,Australia,AU,AUD,Common Stock,AU000000NUF3,NUF,Nufarm Ltd
NUGG,Vaneck Gold Bullion ETF,Australia,AU,AUD,ETF,AU0000251852,NUGG,Vaneck Gold Bullion ETF
NUZ,Neurizon Therapeutics Ltd,Australia,AU,AUD,Common Stock,,NUZ,Neurizon Therapeutics Ltd
NVA,Nova Minerals Ltd,Australia,AU,AUD,Common Stock,AU000000NVA2,NVA,Nova Minerals Ltd
NVO,Novo Resources Corp,Australia,AU,AUD,Common Stock,,NVO,Novo Resources Corp
NVQ,Noviqtech Ltd,Australia,AU,AUD,Common Stock,AU0000028706,NVQ,Noviqtech Ltd
NVU,Nanoveu Ltd,Australia,AU,AUD,Common Stock,AU0000024796,NVU,Nanoveu Ltd
NVX,Novonix Ltd,Australia,AU,AUD,Common Stock,AU000000NVX4,NVX,Novonix Ltd
NWC,New World Resources Ltd,Australia,AU,AUD,Common Stock,AU0000006934,NWC,New World Resources Ltd
NWF,Newfield Resources Ltd,Australia,AU,AUD,Common Stock,AU000000NWF9,NWF,Newfield Resources Ltd
NWH,NRW Holdings Ltd,Australia,AU,AUD,Common Stock,AU000000NWH5,NWH,NRW Holdings Ltd
NWL,Netwealth Group Ltd,Australia,AU,AUD,Common Stock,AU000000NWL7,NWL,Netwealth Group Ltd
NWM,Norwest Minerals Ltd,Australia,AU,AUD,Common Stock,AU0000025280,NWM,Norwest Minerals Ltd
NWS,News Corporation,Australia,AU,AUD,Common Stock,AU000000NWS2,NWS,News Corporation
NWSLV,News Corporation,Australia,AU,AUD,Common Stock,AU0000NWSLV3,NWSLV,News Corporation
NXD,Nexted Group Ltd,Australia,AU,AUD,Common Stock,AU0000258865,NXD,Nexted Group Ltd
NXG,Nexgen Energy (Canada) Ltd,Australia,AU,AUD,Common Stock,AU0000159329,NXG,Nexgen Energy (Canada) Ltd
NXL,NUIX Ltd,Australia,AU,AUD,Common Stock,AU0000119307,NXL,NUIX Ltd
NXM,Nexus Minerals Ltd,Australia,AU,AUD,Common Stock,AU000000NXM3,NXM,Nexus Minerals Ltd
NXS,Next Science Ltd,Australia,AU,AUD,Common Stock,AU0000041329,NXS,Next Science Ltd
NXT,NEXTDC Ltd,Australia,AU,AUD,Common Stock,AU000000NXT8,NXT,NEXTDC Ltd
NYM,Narryer Metals Ltd,Australia,AU,AUD,Common Stock,AU0000212961,NYM,Narryer Metals Ltd
NYR,Nyrada Inc,Australia,AU,AUD,Common Stock,AU0000070195,NYR,Nyrada Inc
NZK,New Zealand King Salmon Investments Ltd,Australia,AU,AUD,Common Stock,NZNZKE0003S0,NZK,New Zealand King Salmon Investments Ltd
NZM,NZME Ltd,Australia,AU,AUD,Common Stock,NZNZME0001S0,NZM,NZME Ltd
NZS,New Zealand Coastal Seafoods Ltd,Australia,AU,AUD,Common Stock,AU0000054074,NZS,New Zealand Coastal Seafoods Ltd
OAK,Oakridge International Ltd,Australia,AU,AUD,Common Stock,AU0000146961,OAK,Oakridge International Ltd
OB1,Orbminco Ltd,Australia,AU,AUD,Common Stock,,OB1,Orbminco Ltd
OBL,Omni Bridgeway Ltd,Australia,AU,AUD,Common Stock,AU0000082489,OBL,Omni Bridgeway Ltd
OBM,Ora Banda Mining Ltd,Australia,AU,AUD,Common Stock,AU0000050130,OBM,Ora Banda Mining Ltd
OCA,Oceania Healthcare Ltd,Australia,AU,AUD,Common Stock,NZOCAE0002S0,OCA,Oceania Healthcare Ltd
OCC,Orthocell Ltd,Australia,AU,AUD,Common Stock,AU000000OCC6,OCC,Orthocell Ltd
OCL,Objective Corporation Ltd,Australia,AU,AUD,Common Stock,AU000000OCL7,OCL,Objective Corporation Ltd
OCN,Oceana Lithium Ltd,Australia,AU,AUD,Common Stock,AU0000217648,OCN,Oceana Lithium Ltd
OCT,Octava Minerals Ltd,Australia,AU,AUD,Common Stock,AU0000229049,OCT,Octava Minerals Ltd
OD6,OD6 Metals Ltd,Australia,AU,AUD,Common Stock,AU0000222143,OD6,OD6 Metals Ltd
ODA,Orcoda Ltd,Australia,AU,AUD,Common Stock,AU0000022261,ODA,Orcoda Ltd
ODE,Odessa Minerals Ltd,Australia,AU,AUD,Common Stock,AU0000203796,ODE,Odessa Minerals Ltd
ODY,Odyssey Gold Ltd,Australia,AU,AUD,Common Stock,AU000000ODY8,ODY,Odyssey Gold Ltd
OEC,Orbital Corporation Ltd,Australia,AU,AUD,Common Stock,AU000000OEC2,OEC,Orbital Corporation Ltd
OEL,Otto Energy Ltd,Australia,AU,AUD,Common Stock,AU000000OEL3,OEL,Otto Energy Ltd
OEQ,Orion Equities Ltd,Australia,AU,AUD,Common Stock,AU000000OEQ2,OEQ,Orion Equities Ltd
OFX,OFX Group Ltd,Australia,AU,AUD,Common Stock,AU000000OFX5,OFX,OFX Group Ltd
OIL,Optiscan Imaging Ltd,Australia,AU,AUD,Common Stock,AU000000OIL4,OIL,Optiscan Imaging Ltd
OKJ,Oakajee Corporation Ltd,Australia,AU,AUD,Common Stock,AU000000OKJ4,OKJ,Oakajee Corporation Ltd
OLH,Oldfields Holdings Ltd,Australia,AU,AUD,Common Stock,AU000000OLH6,OLH,Oldfields Holdings Ltd
OLI,Olivers Real Food Ltd,Australia,AU,AUD,Common Stock,AU000000OLI4,OLI,Olivers Real Food Ltd
OLL,Openlearning Ltd,Australia,AU,AUD,Common Stock,AU0000065401,OLL,Openlearning Ltd
OLY,Olympio Metals Ltd,Australia,AU,AUD,Common Stock,AU0000221632,OLY,Olympio Metals Ltd
OM1,Omnia Metals Group Ltd,Australia,AU,AUD,Common Stock,AU0000206732,OM1,Omnia Metals Group Ltd
OMA,Omega Oil & Gas Ltd,Australia,AU,AUD,Common Stock,AU0000237729,OMA,Omega Oil & Gas Ltd
OMG,OMG Group Ltd,Australia,AU,AUD,Common Stock,AU0000397242,OMG,OMG Group Ltd
OMH,Om Holdings Ltd,Australia,AU,AUD,Common Stock,BMG6748X1048,OMH,Om Holdings Ltd
OML,Ooh!Media Ltd,Australia,AU,AUD,Common Stock,AU000000OML6,OML,Ooh!Media Ltd
OMX,Orange Minerals NL,Australia,AU,AUD,Common Stock,AU0000184293,OMX,Orange Minerals NL
ONE,Oneview Healthcare Plc,Australia,AU,AUD,Common Stock,AU000000ONE9,ONE,Oneview Healthcare Plc
OOO,Betashares Crude Oil INDEX Currncy HDG Complex ETF,Australia,AU,AUD,ETF,AU000000OOO6,OOO,Betashares Crude Oil INDEX Currncy HDG Complex ETF
OPH,Ophir High Conviction Fund,Australia,AU,AUD,Common Stock,AU60OPH00027,OPH,Ophir High Conviction Fund
OPL,Opyl Ltd,Australia,AU,AUD,Common Stock,AU0000070856,OPL,Opyl Ltd
OPN,Openn Negotiation Ltd,Australia,AU,AUD,Common Stock,AU0000153082,OPN,Openn Negotiation Ltd
OPT,Opthea Ltd,Australia,AU,AUD,Common Stock,AU000000OPT2,OPT,Opthea Ltd
ORA,Orora Ltd,Australia,AU,AUD,Common Stock,AU000000ORA8,ORA,Orora Ltd
ORD,Ordell Minerals Ltd,Australia,AU,AUD,Common Stock,,ORD,Ordell Minerals Ltd
ORG,Origin Energy Ltd,Australia,AU,AUD,Common Stock,AU000000ORG5,ORG,Origin Energy Ltd
ORI,Orica Ltd,Australia,AU,AUD,Common Stock,AU000000ORI1,ORI,Orica Ltd
ORN,Orion Minerals Ltd,Australia,AU,AUD,Common Stock,AU000000ORN1,ORN,Orion Minerals Ltd
ORP,Orpheus Uranium Ltd,Australia,AU,AUD,Common Stock,AU000000ARE9,ORP,Orpheus Uranium Ltd
OSL,Oncosil Medical Ltd,Australia,AU,AUD,Common Stock,AU000000OSL3,OSL,Oncosil Medical Ltd
OSM,Osmond Resources Ltd,Australia,AU,AUD,Common Stock,AU0000210734,OSM,Osmond Resources Ltd
OSX,Osteopore Ltd,Australia,AU,AUD,Common Stock,AU0000053324,OSX,Osteopore Ltd
OVT,Ovanti Ltd,Australia,AU,AUD,Common Stock,AU0000038911,OVT,Ovanti Ltd
OXT,Orexplore Technologies Ltd,Australia,AU,AUD,Common Stock,AU0000196727,OXT,Orexplore Technologies Ltd
OZBD,Betashares Australian Composite Bond ETF,Australia,AU,AUD,ETF,AU0000202756,OZBD,Betashares Australian Composite Bond ETF
OZF,SPDR S&P/ASX 200 Financials Ex A-REIT ETF,Australia,AU,AUD,ETF,AU000000OZF0,OZF,SPDR S&P/ASX 200 Financials Ex A-REIT ETF
OZM,Ozaurum Resources Ltd,Australia,AU,AUD,Common Stock,AU0000128357,OZM,Ozaurum Resources Ltd
OZR,SPDR S&P/ASX 200 Resources ETF,Australia,AU,AUD,ETF,AU000000OZR5,OZR,SPDR S&P/ASX 200 Resources ETF
OZXX,Global X Australia Ex Financials & Resources ETF,Australia,AU,AUD,ETF,AU0000269854,OZXX,Global X Australia Ex Financials & Resources ETF
OZZ,OZZ Resources Ltd,Australia,AU,AUD,Common Stock,AU0000152373,OZZ,OZZ Resources Ltd
PAB,PATRYS Ltd,Australia,AU,AUD,Common Stock,AU000000PAB9,PAB,PATRYS Ltd
PAC,Pacific Current Group Ltd,Australia,AU,AUD,Common Stock,AU000000PAC7,PAC,Pacific Current Group Ltd
PAI,Platinum Asia Investments Ltd,Australia,AU,AUD,Common Stock,AU000000PAI4,PAI,Platinum Asia Investments Ltd
PAR,Paradigm Biopharmaceuticals Ltd,Australia,AU,AUD,Common Stock,AU000000PAR5,PAR,Paradigm Biopharmaceuticals Ltd
PAT,Patriot Resources Ltd,Australia,AU,AUD,Common Stock,AU0000248726,PAT,Patriot Resources Ltd
PAUS,PIMCO Australian Bond Active ETF,Australia,AU,AUD,ETF,,PAUS,PIMCO Australian Bond Active ETF
PAVE,Global X US Infrastructure Development ETF,Australia,AU,AUD,ETF,,PAVE,Global X US Infrastructure Development ETF
PAXX,Platinum Asia Fund Complex ETF,Australia,AU,AUD,FUND,AU00000PAXX0,PAXX,Platinum Asia Fund Complex ETF
PBH,Pointsbet Holdings Ltd,Australia,AU,AUD,Common Stock,AU0000047797,PBH,Pointsbet Holdings Ltd
PBL,Parabellum Resources Ltd,Australia,AU,AUD,Common Stock,AU0000181109,PBL,Parabellum Resources Ltd
PCG,Pengana Capital Group Ltd,Australia,AU,AUD,Common Stock,AU000000PCG4,PCG,Pengana Capital Group Ltd
PCI,Perpetual Credit Income Trust,Australia,AU,AUD,Common Stock,AU0000041261,PCI,Perpetual Credit Income Trust
PCK,Painchek Ltd,Australia,AU,AUD,Common Stock,AU000000PCK6,PCK,Painchek Ltd
PCL,Pancontinental Energy NL,Australia,AU,AUD,Common Stock,AU000000PCL4,PCL,Pancontinental Energy NL
PCRD,PIMCO Global Credit Active ETF,Australia,AU,AUD,ETF,,PCRD,PIMCO Global Credit Active ETF
PCX,Pengana Global Private Credit Trust,Australia,AU,AUD,Common Stock,,PCX,Pengana Global Private Credit Trust
PDI,Predictive Discovery Ltd,Australia,AU,AUD,Common Stock,AU000000PDI8,PDI,Predictive Discovery Ltd
PDN,Paladin Energy Ltd,Australia,AU,AUD,Common Stock,AU000000PDN8,PDN,Paladin Energy Ltd
PE1,Pengana Private Equity Trust,Australia,AU,AUD,Common Stock,AU0000039521,PE1,Pengana Private Equity Trust
PEB,Pacific Edge Ltd,Australia,AU,AUD,Common Stock,NZPEBE0002S1,PEB,Pacific Edge Ltd
